Mateu Morey: 996000
Nico: 896000
Raphael: 0
Nico: 6000000
Mats: 0
Thomas: 3100000
Niklas: 9000000
Soumaila: 0
Salih: 1641000
Giovanni: 1752000
Mahmoud: 0
Thorgan: 5000000
Marco: 0
Marius: 3300000
Julian: 7000000
Jude: 6000000
Emre: 9300000
Felix: 0
Abdoulaye: 0
Göktan: 0
Sébastien: 6000000
Youssoufa: 0
Anthony: 0
Donyell: 1098000
Karim: 0
