club,marketValueUnformatted,age,data_date,player_id,Name
FC Schalke 04 II,75000,18,2011-08-17,119037,Philipp Hofmann
FC Schalke 04 II,100000,18,2011-09-29,119037,Philipp Hofmann
FC Schalke 04,200000,19,2012-07-05,119037,Philipp Hofmann
SC Paderborn 07,600000,19,2012-10-23,119037,Philipp Hofmann
SC Paderborn 07,600000,19,2013-01-04,119037,Philipp Hofmann
SC Paderborn 07,600000,20,2013-06-29,119037,Philipp Hofmann
FC Ingolstadt 04,750000,20,2014-01-20,119037,Philipp Hofmann
FC Schalke 04,1000000,21,2014-06-30,119037,Philipp Hofmann
1.FC Kaiserslautern,1000000,21,2015-01-13,119037,Philipp Hofmann
1.FC Kaiserslautern,1000000,22,2015-07-01,119037,Philipp Hofmann
Brentford FC,1500000,22,2015-09-24,119037,Philipp Hofmann
Brentford FC,1500000,23,2016-04-20,119037,Philipp Hofmann
Brentford FC,1250000,23,2016-09-01,119037,Philipp Hofmann
Brentford FC,1000000,23,2017-02-27,119037,Philipp Hofmann
SpVgg Greuther Fürth,1000000,24,2017-08-21,119037,Philipp Hofmann
SpVgg Greuther Fürth,750000,24,2018-01-22,119037,Philipp Hofmann
Eintracht Braunschweig,600000,25,2018-06-19,119037,Philipp Hofmann
Eintracht Braunschweig,500000,25,2018-10-13,119037,Philipp Hofmann
Eintracht Braunschweig,500000,25,2019-01-15,119037,Philipp Hofmann
Eintracht Braunschweig,500000,26,2019-06-14,119037,Philipp Hofmann
Karlsruher SC,600000,26,2019-09-25,119037,Philipp Hofmann
Karlsruher SC,1000000,26,2019-12-13,119037,Philipp Hofmann
Karlsruher SC,800000,27,2020-04-08,119037,Philipp Hofmann
Karlsruher SC,1500000,27,2020-07-15,119037,Philipp Hofmann
Karlsruher SC,1800000,27,2021-02-08,119037,Philipp Hofmann
Karlsruher SC,1800000,28,2021-06-16,119037,Philipp Hofmann
Karlsruher SC,1800000,28,2021-12-15,119037,Philipp Hofmann
Karlsruher SC,2000000,29,2022-06-16,119037,Philipp Hofmann
VfL Bochum,2500000,29,2022-09-21,119037,Philipp Hofmann
VfL Bochum,2500000,29,2022-11-09,119037,Philipp Hofmann
