club,marketValueUnformatted,age,data_date,player_id,Name
Raja Club Athletic,100000,19,2015-07-22,312819,Silvère Ganvoula
Elazigspor,100000,19,2016-01-04,312819,Silvère Ganvoula
Elazigspor,400000,20,2016-07-14,312819,Silvère Ganvoula
KVC Westerlo,500000,20,2016-10-20,312819,Silvère Ganvoula
KVC Westerlo,900000,20,2017-01-21,312819,Silvère Ganvoula
KVC Westerlo,1200000,20,2017-03-30,312819,Silvère Ganvoula
KVC Westerlo,1200000,20,2017-06-06,312819,Silvère Ganvoula
RSC Anderlecht,1000000,21,2018-01-09,312819,Silvère Ganvoula
RSC Anderlecht,1000000,21,2018-06-03,312819,Silvère Ganvoula
VfL Bochum,750000,22,2019-01-08,312819,Silvère Ganvoula
VfL Bochum,700000,22,2019-06-12,312819,Silvère Ganvoula
VfL Bochum,1000000,23,2019-09-25,312819,Silvère Ganvoula
VfL Bochum,2500000,23,2019-12-13,312819,Silvère Ganvoula
VfL Bochum,2000000,23,2020-04-08,312819,Silvère Ganvoula
VfL Bochum,1500000,24,2021-02-08,312819,Silvère Ganvoula
VfL Bochum,1000000,24,2021-06-16,312819,Silvère Ganvoula
VfL Bochum,800000,25,2021-12-22,312819,Silvère Ganvoula
Cercle Brugge ,600000,25,2022-04-12,312819,Silvère Ganvoula
VfL Bochum,750000,26,2022-11-09,312819,Silvère Ganvoula
