club,marketValueUnformatted,age,data_date,player_id,Name
Eintracht Braunschweig II,25000,19,2014-08-18,190289,Gerrit Holtmann
Eintracht Braunschweig II,75000,19,2014-10-09,190289,Gerrit Holtmann
Eintracht Braunschweig II,125000,19,2015-02-08,190289,Gerrit Holtmann
Eintracht Braunschweig,125000,20,2015-07-01,190289,Gerrit Holtmann
Eintracht Braunschweig,300000,20,2015-10-22,190289,Gerrit Holtmann
Eintracht Braunschweig,600000,20,2016-02-11,190289,Gerrit Holtmann
1.FSV Mainz 05,2500000,21,2016-07-22,190289,Gerrit Holtmann
1.FSV Mainz 05,1750000,21,2017-02-07,190289,Gerrit Holtmann
1.FSV Mainz 05,1500000,22,2017-06-19,190289,Gerrit Holtmann
1.FSV Mainz 05,1500000,22,2017-12-28,190289,Gerrit Holtmann
1.FSV Mainz 05,2000000,23,2018-06-05,190289,Gerrit Holtmann
1.FSV Mainz 05,2000000,23,2018-12-18,190289,Gerrit Holtmann
1.FSV Mainz 05,1500000,24,2019-06-05,190289,Gerrit Holtmann
SC Paderborn 07,1500000,24,2019-12-17,190289,Gerrit Holtmann
SC Paderborn 07,1200000,25,2020-04-08,190289,Gerrit Holtmann
VfL Bochum,1000000,25,2020-11-18,190289,Gerrit Holtmann
VfL Bochum,1000000,25,2021-02-08,190289,Gerrit Holtmann
VfL Bochum,1200000,26,2021-03-29,190289,Gerrit Holtmann
VfL Bochum,1800000,26,2021-06-16,190289,Gerrit Holtmann
VfL Bochum,2200000,26,2021-10-07,190289,Gerrit Holtmann
VfL Bochum,3000000,26,2021-12-22,190289,Gerrit Holtmann
VfL Bochum,4500000,26,2022-03-24,190289,Gerrit Holtmann
VfL Bochum,4500000,27,2022-06-09,190289,Gerrit Holtmann
VfL Bochum,4500000,27,2022-11-09,190289,Gerrit Holtmann
VfL Bochum,3500000,28,2023-03-29,190289,Gerrit Holtmann
