club,marketValueUnformatted,age,data_date,player_id,Name
Cercle Brugge ,250000,19,2017-07-25,342226,Irvin Cardona
Cercle Brugge ,400000,20,2017-10-25,342226,Irvin Cardona
Cercle Brugge ,1000000,20,2018-04-05,342226,Irvin Cardona
Cercle Brugge ,1500000,21,2018-12-27,342226,Irvin Cardona
Cercle Brugge ,1500000,21,2019-06-10,342226,Irvin Cardona
Stade Brestois 29,3500000,22,2019-12-19,342226,Irvin Cardona
Stade Brestois 29,6000000,22,2020-03-13,342226,Irvin Cardona
Stade Brestois 29,4800000,22,2020-04-08,342226,Irvin Cardona
Stade Brestois 29,6000000,22,2020-08-03,342226,Irvin Cardona
Stade Brestois 29,7000000,23,2020-10-15,342226,Irvin Cardona
Stade Brestois 29,8000000,23,2021-01-07,342226,Irvin Cardona
Stade Brestois 29,7000000,23,2021-06-04,342226,Irvin Cardona
Stade Brestois 29,6000000,24,2021-12-16,342226,Irvin Cardona
Stade Brestois 29,5000000,24,2022-03-23,342226,Irvin Cardona
Stade Brestois 29,4500000,24,2022-05-30,342226,Irvin Cardona
Stade Brestois 29,3000000,25,2022-09-19,342226,Irvin Cardona
Stade Brestois 29,2500000,25,2022-11-02,342226,Irvin Cardona
